DATE				SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat
DD-HH				DAWS	-139.11	64.05		FSIM	-121.23	61.76		FSMI	-111.95	60.02		GILL	-94.64	56.38		MCMU	-111.21	56.66		RANK	-92.11	62.82		TALO	-93.55	69.54		WGRY	-120.03	51.88		BRD	-99.97	49.87		CBB	-105.03	69.12		FCC	-94.09	58.76		IQA	-68.52	63.75		MEA	-113.35	54.62		OTT	-75.55	45.4		RES	-94.89	74.69		STJ	-52.68	47.6		VIC	-123.42	48.52		

				max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			
30-06				34.35				48.24				53.12				36.22				26.65				257.86				66.7				12.01				11.16				109.96				58.44				125.21				18.93				8.18				28.96				8.65				8.45		
30-07				25.5				49.44				35.79				24.55				11.62				122.75				48.26				9.63				6.22				74.87				48.63				68.51				8.96				6.23				21.26				8.36				6.81		
30-08				23.14				39.83				40.43				22.71				17.15				113.43				32.77				11.08				8.31				53.83				42.24				57.98				13.94				5.01				26.54				5.99				7.82		
30-09				18.34				19.49				14.63				9.38				7.0				41.38				28.12				5.62				4.53				40.37				9.15				26.41				5.77				3.74				14.56				3.16				4.37		
30-10				7.0				9.46				9.38				11.58				6.21				29.94				18.92				5.29				4.82				15.27				12.26				26.85				5.27				4.44				9.11				4.2				3.66		
30-11				7.0				13.02				10.42				11.19				6.92				32.04				17.34				5.99				5.21				19.62				10.87				25.49				6.16				4.3				14.14				5.04				5.18		
30-12				7.57				21.72				7.56				7.76				5.37				20.0				18.25				5.05				3.92				22.47				7.28				14.83				4.68				4.44				10.79				8.51				3.25		
30-13				5.09				5.13				4.79				6.5				3.13				13.17				14.33				2.61				2.59				10.53				5.25				16.86				2.28				6.97				8.57				11.09				1.55		
30-14				22.39				24.6				8.8				7.97				5.35				16.19				29.79				4.9				5.23				27.76				7.48				18.96				4.34				8.2				13.38				13.53				3.61		
30-15				10.01				8.24				6.84				12.39				7.04				9.53				25.6				5.25				11.38				19.51				9.8				14.29				6.39				13.37				12.36				19.44				3.82		
30-16				16.76				17.71				18.93				22.18				13.12				28.87				62.83				8.98				13.08				55.97				15.04				23.91				11.44				14.95				14.79				16.94				5.98		
30-17				27.86				25.54				23.31				20.72				14.93				36.67				75.39				12.9				12.53				93.12				17.03				24.6				13.64				16.56				30.85				15.26				10.1		
30-18				13.38				15.44				12.08				11.97				10.63				11.67				37.11				11.7				11.84				33.87				9.34				27.6				8.78				17.6				33.55				12.11				8.49		
30-19				16.63				21.2				13.41				15.81				15.87				12.63				44.54				17.16				14.12				36.26				10.75				29.04				16.68				11.54				38.45				15.89				17.1		
30-20				20.71				18.78				18.4				36.23				15.13				30.85				84.68				15.29				16.74				54.76				22.14				51.27				14.38				14.88				39.62				10.57				12.55		
30-21				26.65				21.59				14.07				16.39				12.01				17.22				49.68				15.28				9.3				34.55				9.35				25.33				12.48				9.84				26.46				5.29				12.46		
30-22				14.4				16.82				16.21				15.13				12.87				19.77				24.98				11.54				11.88				22.57				11.91				28.14				11.86				6.82				15.46				5.03				11.56		
30-23				14.5				13.31				10.9				18.65				9.25				17.44				27.88				7.84				9.42				36.13				11.68				31.3				9.82				9.07				16.55				6.88				7.15		
30-24				23.52				21.14				18.91				27.22				14.37				41.91				45.29				12.41				9.73				69.82				19.3				48.67				13.33				7.13				30.25				7.36				9.6		
31-01				13.41				10.64				10.35				16.49				9.57				35.38				22.32				10.25				8.02				41.95				16.24				27.87				9.78				7.84				19.26				11.35				6.22		
31-02				8.32				7.95				7.35				13.48				6.53				23.18				15.09				6.93				4.88				20.26				12.95				109.21				6.13				5.45				11.7				5.65				5.04		
31-03				7.32				5.21				5.55				6.96				3.56				17.84				18.02				3.83				2.53				16.08				6.47				87.88				3.37				1.84				8.75				2.07				2.95		
31-04				7.01				8.11				4.25				4.94				3.22				11.0				12.46				3.28				2.46				9.2				4.34				25.61				2.8				2.19				6.72				2.85				2.55		
31-05				8.31				7.32				5.91				5.51				3.77				11.29				12.8				4.15				3.26				9.86				6.38				12.57				3.49				2.94				16.07				2.82				3.2		
31-06				3.89				10.01				3.38				4.0				2.2				10.18				8.82				1.81				1.36				8.35				4.17				10.49				1.68				1.54				4.38				2.54				1.17		
31-07				3.85				4.22				2.98				3.85				2.04				10.2				5.15				2.05				1.99				5.11				3.32				12.8				1.77				1.74				6.5				1.79				1.47		
31-08				4.84				5.05				3.97				5.91				2.76				9.79				6.74				2.63				2.36				4.52				5.1				20.93				2.41				2.15				8.1				2.68				2.18		
31-09				3.22				5.83				4.46				3.0				2.65				12.66				5.14				2.34				1.72				3.41				3.75				11.55				2.08				1.74				2.86				2.32				1.86		
31-10				6.18				19.46				5.9				11.06				4.98				17.93				11.95				5.12				4.56				5.07				8.03				22.63				4.76				4.15				8.69				4.1				4.13		
31-11				5.56				7.03				7.12				9.82				4.8				23.73				11.26				4.49				3.77				8.22				7.27				20.98				4.4				3.59				10.17				4.33				3.43		
31-12				19.79				25.56				19.09				13.5				9.26				45.42				26.46				5.95				5.44				22.09				16.05				28.02				7.17				4.98				18.24				12.65				5.02		
31-13				101.54				54.07				30.5				19.82				19.53				48.55				33.62				17.63				10.89				36.05				20.49				28.75				17.65				6.87				33.89				14.24				13.04		
31-14				81.27				61.89				49.73				41.84				23.91				81.27				53.43				13.9				16.25				43.18				43.85				33.63				19.07				18.46				29.83				16.81				11.17		
31-15				74.68				45.47				35.88				30.91				20.02				46.78				78.29				18.21				16.27				98.36				27.53				48.09				17.73				19.84				52.13				28.16				13.83		
31-16				77.4				57.24				47.52				31.93				20.92				74.01				88.52				17.12				14.08				96.97				32.63				58.92				18.14				15.04				46.2				17.9				12.08		
31-17				42.75				46.38				44.39				38.9				22.69				77.97				104.22				16.33				14.85				99.15				32.37				97.49				19.19				17.06				49.9				21.98				12.5		
31-18				33.63				60.58				64.54				130.91				36.22				36.22				100.67				22.03				19.06				94.2				44.64				77.49				27.87				17.68				65.87				16.02				14.47		
31-19				28.53				18.98				16.57				25.76				13.38				13.38				75.7				15.15				10.01				63.48				14.0				58.31				12.32				15.46				44.66				18.58				11.32		
31-20				52.23				42.9				34.02				44.1				23.15				88.84				138.96				20.21				13.6				107.97				32.38				87.86				18.92				14.09				68.1				13.56				12.79		
31-21				24.19				26.08				26.53				33.35				15.03				60.9				77.77				9.85				9.45				86.5				25.15				58.87				12.29				8.62				47.98				7.76				5.63		
31-22				37.06				35.31				31.08				31.06				20.93				57.5				89.48				17.64				12.25				95.88				26.86				56.41				17.72				11.48				57.52				9.99				12.81		
31-23				22.46				23.5				25.03				23.85				16.0				42.18				61.7				11.61				10.54				70.9				21.8				42.89				14.28				8.88				30.12				8.59				9.9		
31-24				20.34				36.41				26.23				17.48				12.13				31.28				20.01				6.77				6.5				37.23				15.85				39.91				9.0				4.32				16.53				5.64				6.38		
