DATE				SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat
DD-HH				DAWS	-139.11	64.05		FSIM	-121.23	61.76		FSMI	-111.95	60.02		GILL	-94.64	56.38		MCMU	-111.21	56.66		RANK	-92.11	62.82		TALO	-93.55	69.54		WGRY	-120.03	51.88		BRD	-99.97	49.87		CBB	-105.03	69.12		FCC	-94.09	58.76		IQA	-68.52	63.75		MEA	-113.35	54.62		OTT	-75.55	45.4		RES	-94.89	74.69		STJ	-52.68	47.6		VIC	-123.42	48.52		

				max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			
14-24				60.11				67.35				51.08				49.9				36.19				75.6				77.1				22.9				15.77				113.36				44.65				43.45				28.64				9.71				72.39				8.2				13.43		
15-01				74.43				82.85				75.55				172.46				63.8				170.76				68.35				41.89				46.36				80.41				175.04				528.89				48.97				39.62				74.49				41.52				32.13		
15-02				98.75				87.08				59.94				51.93				44.85				132.2				97.91				27.56				27.37				95.0				71.89				198.24				32.37				25.31				108.09				38.88				18.69		
15-03				73.78				49.54				44.04				33.79				21.73				55.0				52.77				22.64				10.84				55.59				45.61				107.69				20.05				9.58				69.78				13.58				13.68		
15-04				59.97				41.91				36.97				34.83				18.14				78.67				41.27				11.07				9.29				40.47				73.46				90.61				14.01				8.26				32.27				9.98				5.9		
15-05				42.59				65.27				72.73				63.35				27.17				112.64				38.82				10.75				10.69				37.73				163.24				117.71				16.3				6.42				33.95				9.21				6.54		
15-06				33.98				49.24				54.08				67.59				24.14				369.28				446.9				14.26				13.6				312.27				122.91				203.87				17.68				10.87				99.09				9.54				9.39		
15-07				41.39				46.21				50.49				54.35				28.53				205.05				309.9				16.58				16.32				203.04				96.17				137.62				22.44				13.59				169.07				16.81				12.85		
15-08				28.33				37.71				32.87				39.78				11.78				53.06				55.71				5.52				5.85				29.67				45.91				95.94				8.52				7.66				30.02				9.66				3.57		
15-09				54.33				152.39				105.68				48.57				29.9				32.99				33.75				11.36				11.51				22.01				66.39				131.46				16.71				12.96				23.29				14.13				8.7		
15-10				195.02				202.58				156.13				83.54				62.65				111.42				50.25				22.75				14.44				49.72				127.23				142.29				36.98				8.93				52.44				7.18				18.58		
15-11				158.82				201.35				148.57				125.33				74.61				130.0				73.13				32.73				20.9				92.17				119.23				170.58				40.86				15.34				68.8				13.59				25.79		
15-12				168.81				167.44				138.56				109.73				67.16				280.0				144.76				23.46				17.57				145.58				116.66				228.87				40.52				12.41				67.02				13.71				17.09		
15-13				153.59				100.15				83.05				94.53				40.44				242.15				225.77				18.52				19.06				143.3				82.12				131.73				27.39				20.27				79.12				16.87				11.36		
15-14				134.05				102.19				83.07				96.59				54.42				239.02				290.49				31.09				22.02				161.71				96.54				193.76				36.42				21.23				127.74				26.73				22.19		
15-15				136.85				131.07				89.99				69.54				41.92				116.23				137.7				17.97				19.25				90.29				55.14				90.46				24.27				16.32				82.55				18.66				12.48		
15-16				166.45				102.03				63.24				60.59				28.76				103.74				247.49				13.91				20.02				171.98				50.91				115.49				18.36				28.72				175.15				11.9				7.95		
15-17				152.42				137.54				78.21				65.43				42.64				122.05				234.25				22.97				25.08				216.32				67.12				152.49				34.27				26.01				187.04				34.36				14.29		
15-18				154.81				103.04				70.41				57.08				50.3				103.28				319.57				36.56				36.56				223.92				56.23				135.79				37.98				13.89				163.99				22.43				28.62		
15-19				101.84				93.58				69.37				85.49				48.01				181.19				187.36				36.54				36.54				221.36				71.62				212.4				39.47				19.69				105.82				26.04				25.78		
15-20				108.8				107.21				95.84				81.41				47.46				159.66				171.51				20.23				20.23				211.77				85.87				104.08				27.18				22.89				67.27				24.38				12.38		
15-21				91.62				86.71				75.58				91.07				50.89				116.57				168.68				29.96				29.96				201.86				65.36				164.11				32.31				23.4				102.71				32.12				17.38		
15-22				103.02				127.18				146.0				112.33				77.71				151.6				124.08				37.22				37.22				186.49				73.3				233.17				52.32				34.08				87.52				36.66				20.9		
15-23				120.97				109.2				79.53				77.44				58.7				127.04				128.04				27.18				27.18				157.79				62.66				236.45				39.76				18.52				100.03				20.57				17.41		
15-24				96.32				99.92				72.65				89.28				44.54				138.34				90.34				21.62				21.62				127.66				107.47				270.51				32.65				22.86				86.79				24.16				12.72		
16-01				77.46				90.15				53.87				78.61				46.43				88.91				60.17				24.48				25.05				67.28				53.73				615.62				30.73				15.14				59.55				20.87				14.74		
16-02				60.14				56.08				42.49				64.15				31.25				103.51				55.12				17.01				21.38				74.79				54.29				227.37				25.69				14.53				52.71				15.51				11.89		
16-03				79.81				51.63				47.1				69.9				32.24				188.59				55.51				24.69				21.58				51.82				109.28				321.2				25.01				14.32				51.43				13.79				13.21		
16-04				21.84				19.2				20.22				24.32				12.06				59.97				40.37				7.53				7.87				28.19				37.39				307.61				9.45				7.72				32.52				9.68				4.71		
16-05				29.22				20.48				18.46				25.93				13.07				80.56				28.4				8.84				9.26				32.73				28.78				85.5				10.6				5.38				28.01				6.95				7.44		
16-06				20.6				20.32				17.8				24.14				9.65				70.03				25.1				8.62				7.36				30.31				43.48				31.09				7.34				5.42				29.74				7.52				5.94		
16-07				17.34				18.38				18.41				14.85				6.57				35.24				15.28				4.26				3.79				14.97				31.91				44.1				5.16				4.55				18.37				6.4				3.2		
16-08				17.9				21.03				20.23				22.93				9.35				31.41				13.6				4.88				3.88				12.61				32.55				42.26				6.88				3.51				14.06				4.6				2.94		
16-09				37.79				76.86				65.1				35.63				24.0				32.44				18.1				11.55				10.2				18.93				44.17				71.11				17.38				7.34				22.87				7.93				7.4		
16-10				24.71				46.64				37.98				24.7				15.8				53.44				19.13				8.67				5.85				14.38				29.12				90.67				11.03				5.3				18.56				6.15				4.98		
16-11				182.71				256.72				137.68				46.38				56.1				61.4				47.06				33.46				22.92				61.55				59.7				76.3				43.07				12.06				37.87				11.11				24.45		
16-12				248.13				165.74				118.58				84.92				52.78				178.49				57.72				25.74				14.54				49.34				89.7				117.99				37.12				7.7				54.29				15.98				14.17		
16-13				103.82				77.81				59.14				63.51				30.25				151.1				76.8				17.22				14.35				55.49				62.82				188.42				25.42				11.08				41.88				12.32				12.12		
16-14				62.59				51.99				34.0				40.13				16.26				83.96				133.6				8.75				10.54				104.57				32.4				58.18				12.56				14.39				111.99				17.16				5.59		
16-15				48.13				40.52				28.14				26.29				18.07				51.82				137.05				17.42				17.51				80.82				20.82				61.58				15.0				20.04				74.09				21.52				13.54		
16-16				56.13				48.17				39.67				50.05				23.96				92.43				149.63				14.97				14.6				105.38				43.79				112.82				17.77				17.64				85.95				23.67				10.49		
16-17				65.33				45.3				32.53				32.19				20.09				63.96				107.05				15.17				13.44				85.7				30.64				180.88				15.3				17.56				111.87				14.44				11.46		
16-18				35.09				31.72				26.6				30.03				19.11				43.51				112.29				12.78				20.57				107.62				24.7				71.99				14.26				15.0				100.46				12.21				8.04		
16-19				49.21				46.06				39.47				45.47				24.39				50.75				129.38				18.84				20.15				116.24				31.14				57.56				19.38				12.74				87.27				11.37				14.18		
16-20				48.02				43.11				33.88				50.86				24.64				59.77				173.18				22.24				13.21				102.04				32.26				80.99				18.74				10.28				153.9				12.9				15.77		
16-21				58.83				41.64				27.42				26.59				18.67				37.3				77.01				18.42				10.96				101.01				15.71				34.26				12.33				11.11				78.54				6.38				12.73		
16-22				32.73				34.89				34.37				53.94				21.37				82.67				74.58				17.73				13.5				108.77				36.69				38.31				18.01				8.04				38.9				4.06				10.6		
16-23				29.14				33.44				29.08				30.03				22.56				39.15				45.4				16.68				11.89				65.08				22.0				38.32				17.27				6.0				30.76				6.47				10.04		
16-24				35.01				31.86				20.66				22.85				15.04				32.32				34.24				11.31				7.36				50.59				16.74				24.89				12.92				4.51				22.45				3.53				6.91		
17-01				21.25				23.4				16.32				19.53				9.67				17.31				20.15				7.24				5.26				20.71				11.46				20.34				7.66				3.71				17.03				2.98				3.93		
17-02				21.84				24.66				16.57				20.4				11.74				24.48				13.79				8.6				5.53				15.59				11.31				51.23				9.41				4.46				14.15				4.59				3.79		
17-03				19.25				24.51				20.31				20.31				13.74				24.15				13.37				8.29				6.65				15.52				15.95				196.71				9.15				7.14				15.75				6.79				4.44		
17-04				22.48				25.91				16.74				29.82				12.99				26.17				14.74				5.95				9.51				14.97				23.44				249.54				8.85				10.53				15.58				10.59				4.13		
17-05				31.13				31.83				36.87				58.9				21.49				198.7				55.55				11.6				14.4				27.19				116.87				251.08				14.1				12.66				19.31				13.87				9.25		
17-06				32.7				48.66				53.66				55.97				28.62				275.17				351.73				18.06				17.8				145.13				78.23				196.91				22.38				10.24				58.54				7.73				12.67		
17-07				35.01				34.17				41.73				53.75				21.25				116.79				118.34				15.34				18.88				44.77				78.91				138.09				17.66				17.41				31.83				18.87				12.91		
17-08				189.88				269.79				236.16				107.21				67.82				224.39				104.68				23.78				27.52				227.29				202.2				101.08				38.05				23.92				68.65				22.52				18.95		
17-09				124.69				220.37				188.9				100.96				68.97				214.22				82.25				15.01				20.2				149.35				149.5				111.44				35.39				16.68				51.93				12.33				12.87		
17-10				15.8				24.62				20.45				19.83				9.92				47.3				34.52				5.65				4.47				51.18				21.34				42.72				6.26				4.35				19.87				4.56				4.67		
17-11				12.26				13.57				11.59				11.86				6.17				23.09				21.42				3.39				3.91				29.06				9.6				21.18				3.99				4.35				16.37				4.92				2.37		
17-12				6.83				10.38				9.81				10.78				6.05				15.16				27.76				4.84				4.36				15.6				7.2				16.41				5.03				4.58				19.77				11.26				3.49		
17-13				9.62				10.11				8.31				11.11				5.74				20.62				35.53				5.4				5.91				31.04				9.27				20.63				5.48				12.0				31.69				12.05				4.63		
17-14				10.28				12.17				10.25				15.08				7.07				25.37				61.47				5.44				6.78				38.12				11.68				30.57				6.05				10.26				35.04				14.53				4.51		
17-15				9.45				14.81				9.62				16.63				8.4				18.71				42.67				7.36				10.36				28.75				10.07				25.36				6.85				13.17				44.42				14.87				5.63		
17-16				15.23				13.58				15.99				21.37				12.5				30.19				65.16				10.65				12.13				48.62				17.27				46.94				10.23				13.29				29.79				14.17				9.36		
17-17				8.44				18.24				7.82				10.82				8.02				11.35				32.49				7.04				10.67				24.41				8.9				23.78				7.12				15.47				38.26				13.07				7.32		
17-18				8.95				11.65				11.38				14.83				13.21				12.86				33.49				9.6				11.12				26.15				11.29				29.26				10.49				11.57				55.86				11.4				4.75		
17-19				12.32				12.27				8.75				17.83				13.54				15.08				28.7				13.23				14.09				20.19				11.85				25.9				10.58				10.81				50.17				11.86				9.44		
17-20				9.81				13.32				12.5				14.95				13.61				14.56				35.71				14.66				12.0				21.98				10.76				37.08				10.99				10.96				50.37				11.98				14.55		
17-21				16.18				12.57				13.81				23.12				13.5				27.0				52.3				11.33				10.71				45.53				15.82				43.64				12.09				8.04				47.05				4.99				9.75		
17-22				23.23				21.16				20.72				30.17				14.14				45.63				133.18				9.46				11.02				88.26				22.24				55.42				13.71				7.43				58.78				4.58				8.1		
17-23				20.96				24.98				24.87				36.06				16.39				76.27				100.2				11.62				9.07				137.59				28.02				38.99				14.74				6.06				39.72				4.92				7.76		
17-24				27.44				18.61				13.96				14.89				8.87				12.48				27.1				8.01				5.77				31.03				8.29				14.87				8.76				3.48				18.85				2.26				5.54		
18-01				24.09				25.45				15.62				16.99				10.37				14.41				21.0				8.52				5.31				20.7				10.0				11.62				9.44				4.24				16.2				3.04				3.61		
18-02				18.63				16.63				9.27				10.72				7.04				11.99				11.54				7.83				4.22				13.04				5.71				25.75				6.48				4.09				14.16				6.3				3.68		
18-03				18.59				15.54				8.84				10.05				7.41				12.07				10.78				8.73				3.57				15.5				6.47				21.04				5.93				3.07				10.5				2.75				4.67		
18-04				13.1				11.14				10.59				24.79				8.33				51.89				51.89				6.66				6.89				13.5				22.5				125.45				6.28				5.99				12.46				6.68				3.94		
18-05				16.54				13.03				14.96				32.39				10.22				85.83				85.83				7.15				11.22				15.5				31.97				190.46				8.26				6.63				15.82				7.13				5.02		
18-06				16.05				15.48				10.25				9.32				6.44				100.19				17.69				4.18				4.11				13.54				13.57				62.88				5.22				2.24				9.43				2.73				2.34		
18-07				12.15				26.63				20.02				11.5				9.8				26.82				12.01				5.25				3.23				13.62				12.57				21.45				5.82				1.98				8.58				1.74				2.6		
18-08				48.27				83.32				52.47				24.07				22.3				35.02				27.37				13.07				10.21				41.17				29.01				22.43				16.34				5.17				19.94				3.41				8.72		
18-09				40.19				81.66				64.83				23.59				25.11				48.93				29.18				13.57				11.55				56.04				30.75				20.95				17.82				6.48				17.64				4.72				9.13		
18-10				12.68				26.64				15.62				9.65				7.77				25.35				11.91				4.59				4.05				16.32				10.65				21.18				5.63				2.41				10.97				1.59				2.73		
18-11				5.44				9.65				8.22				8.17				4.61				16.99				12.89				2.77				2.78				12.7				7.31				13.37				3.17				2.01				7.85				3.88				1.85		
18-12				5.02				5.64				5.85				7.03				3.52				12.89				13.38				2.88				1.9				7.68				5.12				11.74				2.15				2.99				8.04				10.82				1.97		
18-13				4.31				14.84				4.24				8.7				3.28				9.24				16.26				2.36				2.78				9.15				5.3				21.21				2.41				6.91				12.94				11.31				1.63		
18-14				6.76				9.74				5.35				8.2				4.35				10.95				10.95				3.76				4.75				19.7				5.33				21.55				3.57				9.36				15.61				9.27				3.14		
18-15				8.68				11.77				7.78				10.6				6.72				12.13				12.13				6.08				6.73				34.23				7.53				15.56				5.74				8.62				30.59				15.29				5.36		
18-16				8.6				10.79				8.69				7.9				6.88				11.35				46.06				7.52				7.48				32.34				6.89				16.31				7.22				10.48				29.68				14.06				7.74		
18-17				6.88				9.32				7.41				10.63				6.42				10.77				34.43				5.93				8.8				29.68				9.86				20.36				5.94				13.95				34.66				12.0				5.01		
18-18				8.8				11.46				10.83				14.39				10.5				14.24				25.79				9.53				15.0				21.39				14.5				17.71				9.14				10.27				32.59				11.27				8.75		
18-19				13.19				8.94				9.49				11.34				13.34				10.36				28.87				16.08				13.13				17.44				6.83				19.06				13.59				10.75				40.65				11.71				12.35		
18-20				21.01				19.57				14.6				21.84				15.5				19.39				54.22				19.78				9.74				32.92				13.11				33.28				15.14				11.81				64.72				11.07				14.58		
18-21				12.37				12.7				12.94				21.93				11.79				22.97				57.51				9.23				8.54				35.58				13.5				32.77				10.32				7.16				34.59				4.1				8.37		
18-22				16.46				11.37				12.29				18.35				9.75				22.43				44.89				6.73				8.78				35.72				12.9				15.93				8.4				6.75				30.11				3.51				6.08		
18-23				15.43				9.0				10.56				8.18				8.09				9.22				16.86				7.78				5.36				16.6				5.78				9.74				8.15				3.13				10.25				2.29				6.83		
18-24				8.42				17.29				5.49				5.49				4.51				6.55				13.72				6.13				2.5				9.51				4.21				8.49				4.03				2.51				6.96				1.52				4.85		
19-01				6.61				6.06				4.48				4.15				3.96				6.09				6.09				3.88				2.96				13.1				3.12				7.37				3.75				2.36				5.63				1.83				2.26		
19-02				12.3				10.48				6.99				11.49				6.71				20.28				18.14				6.68				5.4				15.38				6.12				19.55				7.49				4.8				9.66				3.88				3.93		
19-03				11.32				8.85				9.02				14.29				7.23				19.49				10.61				6.31				5.15				17.86				9.9				99.7				6.22				3.68				8.66				3.91				4.62		
19-04				17.07				11.71				11.14				17.66				8.0				33.58				14.78				5.2				6.21				9.98				15.57				213.55				6.53				4.88				10.66				3.78				3.83		
19-05				10.97				12.77				2.98				3.68				3.26				16.53				13.64				2.3				1.62				10.66				4.1				30.79				1.71				2.32				9.25				2.18				1.58		
19-06				7.86				4.08				3.23				4.94				3.17				10.61				9.26				2.88				1.7				7.69				3.96				14.58				2.12				1.86				7.64				1.68				2.17		
19-07				5.05				4.8				4.02				5.89				2.62				8.12				9.95				3.12				2.35				5.92				3.95				12.23				1.99				2.6				4.46				3.81				1.61		
19-08				5.1				2.66				2.5				5.56				3.25				6.23				7.64				3.74				2.67				5.8				3.73				13.65				2.64				2.86				8.96				2.88				2.37		
19-09				3.83				4.65				1.92				2.67				2.14				5.49				8.95				2.32				1.6				6.25				2.62				8.49				1.37				2.38				5.85				2.72				0.99		
19-10				5.24				4.7				4.24				6.8				4.0				16.23				10.62				4.15				2.93				6.76				6.04				19.8				3.41				2.96				7.97				3.46				2.49		
19-11				8.58				9.45				5.41				4.41				2.4				13.1				11.87				2.21				1.75				9.05				3.49				14.51				1.81				2.07				9.76				2.66				1.78		
19-12				20.37				18.57				10.51				7.84				6.9				16.46				9.9				6.13				3.85				8.67				6.55				11.82				5.96				3.62				6.78				6.42				4.13		
19-13				7.13				12.57				6.24				8.93				4.47				13.47				13.47				3.01				3.55				12.95				6.03				13.35				3.28				8.9				19.2				11.32				1.82		
19-14				10.6				8.1				7.34				10.58				4.55				18.19				18.19				3.11				5.71				13.3				8.99				15.67				3.23				8.02				17.12				8.18				1.92		
19-15				12.79				16.56				10.33				13.4				8.41				17.63				43.08				5.13				8.04				40.39				11.02				26.26				6.64				8.74				37.57				12.84				3.23		
19-16				10.55				15.45				11.71				14.69				7.33				15.73				50.09				6.35				7.61				49.36				12.27				12.92				5.77				5.77				16.93				8.85				5.8		
19-17				16.2				23.71				19.64				25.43				15.21				25.34				83.53				11.46				13.47				62.82				17.33				27.83				12.87				12.87				34.98				9.93				9.94		
19-18				13.29				14.69				11.84				18.7				10.52				11.89				38.01				9.95				14.33				25.98				10.57				22.82				10.38				11.84				30.17				10.18				6.27		
19-19				13.56				12.77				12.75				14.58				14.14				13.22				25.88				18.18				15.37				26.34				11.31				17.94				13.15				10.04				20.67				7.62				13.11		
19-20				14.65				10.87				7.64				13.4				12.85				10.97				40.08				15.41				6.92				15.92				9.61				22.41				12.22				9.33				26.95				5.65				11.78		
19-21				12.84				10.84				9.81				15.73				9.26				13.74				52.55				6.54				7.57				34.42				8.01				20.65				7.47				6.38				18.4				4.19				9.52		
19-22				9.79				61.19				14.96				16.03				11.98				11.9				29.93				7.52				9.47				34.85				9.48				27.59				11.73				5.7				15.14				3.34				6.86		
19-23				12.8				13.46				11.65				17.65				10.98				16.61				30.51				9.85				8.72				23.16				10.0				24.71				11.76				3.83				20.22				3.42				5.27		
19-24				8.48				12.98				7.43				8.42				8.24				7.25				7.25				9.42				4.21				5.98				4.24				12.99				7.78				3.47				6.56				2.03				5.69		
20-01				11.13				8.69				7.4				8.55				6.1				8.15				10.73				6.53				4.03				12.58				6.18				17.54				4.54				2.17				7.67				2.05				4.6		
20-02				10.09				8.95				6.45				6.05				4.74				8.82				11.59				5.03				2.01				9.54				4.79				13.64				3.54				2.35				6.44				2.95				2.01		
20-03				11.08				16.88				6.1				6.82				4.92				16.31				12.68				5.09				3.65				10.76				9.13				24.82				3.87				3.2				5.78				3.03				2.64		
20-04				10.06				11.79				5.63				8.91				5.35				28.76				16.03				5.69				4.53				14.22				7.65				21.62				4.53				2.47				10.0				2.78				3.27		
20-05				11.98				7.7				7.43				12.23				6.92				32.37				21.92				7.24				4.95				15.3				24.45				16.11				6.6				3.7				9.63				2.97				4.81		
20-06				9.05				18.89				25.38				28.12				13.39				95.62				15.02				6.45				7.68				14.48				53.87				73.37				9.3				7.7				8.14				8.1				4.68		
20-07				13.15				30.37				47.73				45.0				20.67				158.93				158.93				9.2				9.27				42.5				52.44				48.76				13.47				5.82				11.25				4.65				5.87		
20-08				17.67				25.51				20.52				15.34				8.62				63.79				25.74				5.95				5.07				35.72				21.17				41.98				7.1				3.71				16.69				4.17				3.6		
20-09				13.13				19.18				8.21				9.61				4.06				23.61				12.97				3.41				2.93				14.96				7.84				25.92				3.23				2.55				7.97				2.79				2.72		
20-10				6.95				9.18				4.23				4.67				2.37				10.59				9.7				2.17				1.73				11.13				4.13				12.18				1.91				1.53				6.4				2.5				1.45		
20-11				7.84				7.81				4.27				19.35				2.3				11.46				10.14				2.28				1.69				20.05				3.89				10.73				1.88				1.3				6.8				2.79				1.65		
20-12				10.53				8.23				6.14				23.55				3.12				12.87				16.28				2.6				2.14				20.1				5.35				16.31				2.54				3.44				11.01				6.32				1.89		
20-13				7.31				7.67				6.71				20.19				4.55				13.52				19.51				4.1				4.18				16.75				5.45				16.01				4.02				7.27				15.39				10.81				3.3		
20-14				9.29				9.88				6.14				8.27				4.8				11.99				22.35				3.13				5.7				19.59				5.9				20.67				3.64				10.07				16.88				12.14				2.19		
20-15				26.38				20.11				11.75				13.93				8.66				20.96				57.15				7.17				8.98				64.63				11.83				24.79				7.16				9.33				27.11				18.01				6.31		
20-16				14.66				17.93				11.81				14.61				10.61				19.72				61.51				9.0				10.03				43.87				12.87				20.58				9.83				10.53				29.55				13.33				7.96		
20-17				16.91				20.01				14.45				13.24				10.56				16.38				61.11				10.52				12.13				48.49				11.05				34.86				10.53				18.82				37.84				16.12				10.32		
20-18				14.82				20.34				19.78				18.69				19.62				19.72				68.56				15.23				21.78				60.6				16.6				37.49				15.36				13.71				65.72				11.44				9.72		
20-19				14.83				19.99				11.36				14.76				13.42				21.75				75.43				16.33				15.12				52.53				10.85				49.53				13.89				8.84				60.61				11.14				18.02		
20-20				14.52				17.8				14.63				17.74				15.64				19.33				61.85				19.53				12.14				38.53				15.88				38.62				14.71				11.32				46.3				9.46				18.8		
20-21				13.4				13.28				13.28				12.46				12.65				14.27				35.97				10.5				10.55				20.63				9.08				16.86				11.15				8.63				19.08				3.12				11.58		
20-22				19.38				27.95				23.34				31.34				18.35				40.12				63.71				14.18				12.8				74.56				21.88				35.83				15.9				6.58				52.99				4.35				12.1		
20-23				15.68				21.09				14.15				14.15				11.33				24.91				43.03				10.58				8.29				51.92				13.92				22.07				12.08				3.87				34.1				4.42				7.93		
20-24				11.54				13.64				7.29				7.29				5.2				10.69				24.63				5.97				2.97				20.85				5.02				19.7				4.47				2.82				9.05				2.33				4.02		
21-01				10.19				9.36				6.73				13.25				6.32				14.31				16.13				6.48				4.18				16.3				5.97				18.56				4.95				2.49				11.21				2.9				3.81		
21-02				9.49				11.68				5.24				5.38				4.96				9.2				8.52				6.03				3.06				9.53				3.54				13.13				3.31				2.7				8.12				3.47				3.08		
21-03				8.41				9.03				6.05				47.6				4.76				12.06				6.97				5.24				3.1				10.71				5.98				27.19				3.82				2.61				7.42				2.87				2.63		
21-04				13.2				10.02				7.06				9.7				5.64				12.34				8.77				4.74				4.47				11.98				6.28				19.96				4.88				3.69				9.08				3.18				3.84		
21-05				13.9				9.17				6.65				7.53				6.0				14.44				7.24				7.35				5.24				10.62				8.08				19.68				5.67				4.51				8.78				4.27				4.72		
21-06				4.33				5.36				4.03				6.0				2.88				14.05				8.81				2.79				2.26				8.24				10.12				28.66				2.25				2.41				7.78				1.97				2.18		
21-07				4.68				5.58				4.97				5.83				3.12				9.6				8.61				3.48				2.7				11.3				5.89				12.31				2.63				2.39				11.9				2.03				2.24		
21-08				4.49				6.11				5.08				3.42				3.13				7.31				4.23				3.24				2.3				7.8				4.31				13.73				2.52				2.13				4.77				2.47				2.42		
21-09				8.78				8.72				6.96				7.19				5.16				9.95				6.39				5.3				5.1				7.98				7.73				22.82				4.75				5.29				9.23				5.52				4.34		
21-10				11.54				17.66				10.36				13.58				4.76				18.05				10.43				3.41				3.1				7.46				11.4				38.02				3.32				4.06				11.06				5.11				2.81		
21-11				394.15				415.5				309.95				107.28				139.81				66.29				49.81				34.39				30.97				59.85				191.01				83.93				75.1				15.61				48.59				10.55				20.64		
21-12				595.06				496.18				418.53				239.97				263.62				142.28				48.01				78.76				41.31				54.57				234.58				147.1				144.53				16.56				47.53				18.21				45.47		
21-13				212.99				186.93				182.25				92.61				77.01				219.24				83.72				35.88				21.89				90.3				142.34				101.09				48.02				17.84				59.5				24.96				22.71		
21-14				133.08				173.42				159.79				61.7				68.81				231.54				131.36				33.77				23.78				101.89				92.17				103.62				46.19				21.93				93.19				18.82				25.36		
21-15				114.81				76.19				61.53				48.63				25.63				64.32				64.32				15.5				22.08				62.9				42.48				92.52				20.03				19.0				69.71				12.25				11.04		
21-16				51.72				61.44				54.48				44.54				32.15				58.46				58.46				20.91				31.95				124.65				51.97				95.21				26.4				17.55				110.41				31.24				17.08		
21-17				34.61				39.72				49.39				47.14				33.02				77.41				160.26				26.26				25.88				118.92				57.23				131.74				28.18				13.29				116.59				20.97				21.24		
21-18				30.32				40.05				38.27				61.73				25.73				77.34				123.88				16.28				25.46				110.46				52.44				92.48				19.91				19.33				76.75				18.06				12.45		
21-19				32.57				31.06				24.59				45.47				20.29				59.94				119.77				19.74				15.92				85.83				32.71				114.12				16.48				17.92				80.0				14.23				15.67		
21-20				43.48				39.58				29.48				55.2				22.56				45.93				120.18				19.69				14.91				75.04				33.94				75.51				19.12				13.62				68.07				10.94				14.24		
21-21				13.96				17.71				18.03				41.55				14.92				25.59				70.93				10.66				14.0				51.2				23.08				31.47				13.19				9.68				39.78				8.62				7.87		
21-22				16.32				21.95				17.49				42.49				13.84				34.1				72.21				9.2				11.22				65.43				27.82				27.41				13.34				8.97				32.06				7.49				7.56		
21-23				22.02				27.41				24.93				28.08				15.69				31.17				48.82				13.33				10.33				50.37				26.73				26.19				14.03				5.68				32.8				5.26				10.06		
21-24				26.24				24.02				20.67				26.49				15.34				38.4				30.78				11.59				8.94				48.1				21.43				27.2				13.83				5.74				29.27				5.67				8.38		
22-01				29.09				28.97				41.97				78.28				20.89				62.79				48.55				15.73				18.57				37.56				100.82				129.91				18.63				25.51				45.44				46.27				14.89		
22-02				33.33				32.77				36.48				74.34				21.24				81.48				45.33				20.49				18.68				36.16				86.56				610.44				18.29				13.92				41.29				22.01				13.6		
22-03				49.27				46.32				37.32				36.95				27.88				40.73				33.42				17.75				12.51				42.21				39.86				82.26				18.94				11.38				48.99				15.5				12.8		
22-04				42.82				23.58				17.62				27.62				15.42				54.36				22.93				8.97				7.88				20.52				49.04				61.92				12.13				6.79				26.85				7.46				6.88		
22-05				56.08				96.91				136.46				217.66				96.74				599.63				140.73				52.59				54.07				151.33				370.9				180.45				74.5				23.16				52.84				17.61				34.73		
22-06				66.86				91.0				121.95				157.85				82.59				355.73				112.58				45.82				28.66				279.11				189.99				140.96				59.76				18.67				39.3				15.98				30.45		
22-07				33.98				76.72				123.59				83.53				40.13				106.78				42.85				15.29				18.97				61.35				128.9				95.41				22.32				9.07				32.51				11.38				10.23		
22-08				52.65				61.02				117.75				53.73				29.83				40.34				27.48				13.39				8.83				47.43				103.05				78.09				15.67				6.55				26.78				9.99				9.58		
22-09				70.97				152.74				86.33				36.78				25.7				51.82				31.48				9.82				6.7				36.28				46.66				66.15				14.43				3.93				21.94				5.17				6.71		
22-10				254.41				223.07				143.96				70.72				62.42				76.07				37.63				25.76				19.75				44.15				78.44				45.33				39.11				10.12				29.85				6.44				18.76		
22-11				86.42				91.31				75.08				48.28				32.07				60.8				38.26				12.11				12.82				25.02				55.04				64.06				19.92				7.26				21.4				7.22				8.85		
22-12				38.19				49.72				44.08				27.24				17.22				78.17				34.74				7.4				6.18				25.62				32.24				50.26				10.88				5.78				23.85				8.37				5.44		
22-13				22.83				22.8				19.03				13.07				9.45				56.39				45.48				7.15				5.37				49.03				12.96				31.47				7.31				10.11				21.41				12.25				5.2		
22-14				129.14				66.43				36.77				27.9				23.63				54.58				69.93				19.72				16.31				51.88				25.04				45.17				20.85				18.26				40.26				20.81				13.93		
